document_id,category_id,confidence_level
2572878,1808,0.92
2572878,1514,0.07
2698398,1613,0.92
2698398,1606,0.07
2755963,1505,0.92
2755963,1503,0.07
2619430,1608,0.765526112
2619430,1613,0.058246552
2606080,2100,0.58864084
2606080,1513,0.04478789
2620263,1807,0.543061188
2620263,1405,0.041319873
2575786,1205,0.486614864
2575786,1602,0.037025044
2747606,1608,0.79088168
2747606,1603,0.06017578
2664486,1606,0.915546556
2664486,1608,0.069661151
2622904,1602,0.585320468
2622904,1608,0.044535253
2685106,1608,0.92
2685106,1603,0.07
2843450,1602,0.569926016
2843450,1703,0.043363936
2813910,1608,0.762507592
2813910,1807,0.058016882
2782352,1603,0.714814976
2782352,1606,0.054388096
2787608,1408,0.763413148
2787608,1405,0.058085783
2687774,1602,0.92
2687774,1808,0.07
2853960,1608,0.92
2853960,1603,0.07
2865439,1405,0.92
2865439,1613,0.07
2876806,1608,0.92
2876806,1609,0.07
2617001,1908,0.92
2617001,1608,0.07
2679271,1209,0.92
2679271,2100,0.07
2684816,2004,0.539438964
2684816,1807,0.041044269
2792391,1613,0.674970512
2792391,1603,0.051356452
2622525,1608,0.92
2622525,1513,0.07
2584505,1608,0.616411224
2584505,1403,0.046900854
2582660,1602,0.92
2582660,1807,0.07
2700516,1606,0.830424292
2700516,1613,0.063184457
2670831,1602,0.81804836
2670831,1807,0.06224281
2597319,1505,0.92
2597319,1503,0.07
1009570,1100,0.92
1009570,1510,0.07
1097501,1100,0.92
1097501,2005,0.07
1484804,1100,0.92
1484804,1306,0.07
1324010,1100,0.757074256
1324010,2002,0.057603476
1142982,1100,0.92
1142982,2002,0.07
1177339,1100,0.804766872
1177339,1408,0.061232262
2019029,1100,0.92
2019029,2002,0.07
1180848,1613,0.5222334
1180848,1403,0.03973515
1180794,1403,1
1161670,1610,0.726889056
1161670,1408,0.055306776
1161654,1510,1
1313444,1403,1
1161630,1510,1
1180735,1613,0.494161164
1180735,1408,0.037599219
1180726,1510,1
1156257,1614,0.92
1156257,1403,0.07
1288897,1403,1
1153574,1403,1
1153001,1403,1
1313476,1403,1
1136154,1403,1
1180355,1612,0.471220412
1180355,1408,0.035853727
1144397,1707,0.92
1144397,1611,0.07
1289029,1808,1
1289089,2100,0.817142804
1289089,1602,0.062173909
1161484,1510,1
1161457,1702,0.92
1161457,1609,0.07
1180640,1510,1
1161434,1708,0.92
1161434,1403,0.07
1161426,1403,0.814426136
1161426,1408,0.061967206
1229760,1510,1
1307762,1403,0.883248392
1307762,1408,0.067203682
1149149,1510,1
1136127,1403,1
1161368,1809,0.528874144
1161368,1000,0.040240424
1298896,1407,0.542457484
1298896,1403,0.041273939
1289131,1403,0.53128896
1289131,1505,0.04042416
1289190,1403,1
1209266,1403,0.54789082
1209266,1513,0.041687345
1289274,1403,1
1180628,1510,1
1161261,1403,1
1229694,1612,0.665009396
1229694,1408,0.050598541
1149160,1403,1
1150005,1613,0.59920566
1150005,1614,0.045591735
1180611,1515,0.92
1180611,1403,0.07
1160907,1403,1
1209393,1605,0.505329688
1209393,1807,0.038448998
1229605,1510,1
1209416,1510,1
1180518,1403,1
1229519,1510,1
1289710,1611,0.89803914
1289710,1408,0.068329065
1144487,1808,0.543061188
1144487,1809,0.041319873
1174322,1403,1
1190637,1510,1
1180457,1610,0.532496368
1180457,1408,0.040516028
1136022,1403,1
1161049,1612,0.447072252
1161049,1613,0.034016367
1229465,1708,0.92
1229465,1707,0.07
1144493,1808,0.86785394
1144493,1809,0.066032365
1209731,1809,0.509555616
1209731,1408,0.038770536
1144544,1913,0.629994564
1144544,1403,0.047934369
1134773,1613,0.378551848
1134773,1408,0.028802858
1161033,1403,1
1289933,1403,0.86030764
1289933,1407,0.06545819
1180377,1403,0.47242782
1180377,1514,0.035945595
1180394,1403,1
1160965,1809,0.92
1160965,1403,0.07
1290019,1403,1
1149962,1408,0.577774168
1149962,1403,0.043961078
1160944,1510,1
1144531,1510,0.392135188
1144531,1603,0.029836373
1290118,1403,1
1191564,1603,0.454014848
1191564,1608,0.034544608
1315524,1403,0.60675196
1315524,1408,0.04616591
1134772,1403,0.60977048
1134772,1408,0.04639558
1149431,1403,1
1157679,1403,0.59618714
1157679,1408,0.045362065
1257484,1613,0.834348368
1257484,1408,0.063483028
1149532,1613,0.586527876
1149532,1403,0.044627121
1298268,1510,1
1145745,1614,0.92
1145745,1610,0.07
1298383,1610,0.552720452
1298383,1408,0.042054817
1157626,1613,0.92
1157626,1610,0.07
1213375,1403,0.649313092
1213375,1408,0.049404257
1153438,1608,0.590753804
1153438,1515,0.044948659
1132077,1403,1
1134713,1613,0.525855624
1134713,1405,0.040010754
1298553,1510,1
1298580,1608,0.617618632
1298580,1408,0.046992722
1257529,1403,1
1157524,1403,1
1157522,1510,1
1224849,1403,1
1157504,1612,0.444355584
1157504,1610,0.033809664
1190497,1406,0.5448723
1190497,1915,0.041457675
1307116,1510,1
1296765,1809,0.92
1296765,1513,0.07
1224736,1403,1
1145630,1403,1
1157458,1405,0.815331692
1157458,1408,0.062036107
1224724,1510,1
1157422,1510,1
1157408,1403,0.532496368
1157408,1408,0.040516028
1156921,1405,0.592263064
1156921,1403,0.045063494
1157272,1510,1
1149399,1510,1
1149526,1403,0.674970512
1149526,1610,0.051356452
1134968,1405,0.544268596
1134968,1403,0.041411741
1157388,1610,0.643276052
1157388,1408,0.048944917
1157343,1608,0.57958528
1157343,1610,0.04409888
1157364,1407,0.521629696
1157364,1408,0.039689216
1157354,1403,1
1296758,1407,0.568718608
1296758,1403,0.043272068
1254438,1205,0.54940008
1254438,1514,0.04180218
1254432,1614,0.92
1254432,1403,0.07
1257677,1608,0.604638996
1257677,1408,0.046005141
1173143,1403,1
1309782,1403,1
1133883,1403,0.628485304
1133883,1408,0.047819534
1218548,1510,1
1140809,1403,1
1296719,1403,0.861213196
1296719,1904,0.065527091
1190440,1515,0.765827964
1190440,1610,0.058269519
1257953,1612,0.92
1257953,1610,0.07
1257995,1510,1
1190416,1510,1
1191633,1510,1
1296689,1403,1
1258067,1708,0.92
1258067,1610,0.07
1309559,1403,1
1151554,1403,1
1314858,1403,1
1173077,1514,0.530685256
1173077,1808,0.040378226
1190403,1510,1
1173227,1403,1
1145431,1708,0.688855704
1145431,1408,0.052412934
1190402,1403,1
1258229,1510,1
1173018,1808,0.545174152
1173018,1809,0.041480642
1258239,1403,1
1173014,1403,1
1258259,1405,1
1192025,1403,1
1190375,1207,0.742283508
1190375,1602,0.056478093
1172956,1510,1
1131941,1510,1
1173532,1510,1
1190366,1613,0.491444496
1190366,1408,0.037392516
1192033,1612,0.475144488
1192033,1514,0.036152298
1258438,2100,0.645389016
1258438,1408,0.049105686
1191115,1702,0.92
1191115,1703,0.07
1218636,1612,0.92
1218636,1610,0.07
1172896,1510,1
1158465,1403,1
1151523,1403,1
1190238,1403,1
1190564,1912,0.714513124
1190564,1403,0.054365129
1140263,1510,1
1140259,1614,0.92
1140259,1403,0.07
1258695,1403,0.468805596
1258695,1514,0.035669991
1140903,1403,0.576264908
1140903,1405,0.043846243
1172811,1907,0.536420444
1172811,1908,0.040814599
1147583,1510,1
1172795,1403,1
1253536,1403,1
1145757,1403,0.66712236
1145757,1613,0.05075931
1258766,1612,0.92
1258766,1610,0.07
1307243,1405,1
1253208,1510,1
1303910,1513,0.874796536
1303910,1514,0.066560606
1192642,1614,0.92
1192642,1403,0.07
1296595,1407,0.432885208
1296595,1403,0.032936918
1140221,1510,1
1172745,1403,1
1190093,1403,0.566605644
1190093,1408,0.043111299
1258984,1510,1
1154384,1403,0.613694556
1154384,1408,0.046694151
1303711,1510,1
1158530,1510,1
1179249,1514,0.587735284
1179249,1902,0.044718989
1315079,1605,0.660783468
1315079,1403,0.050277003
1158557,1708,0.92
1158557,1408,0.07
1172602,1505,1
1179274,1403,0.572340832
1179274,1408,0.043547672
1148174,1210,0.642370496
1148174,1708,0.048876016
1217423,1403,1
1156730,1403,1
1134970,1513,0.54185378
1134970,1514,0.041228005
1309896,1403,1
1151758,1613,0.620033448
1151758,1408,0.047176458
1174800,1403,1
1140977,1609,0.622750116
1140977,1610,0.047383161
1172543,1613,0.570831572
1172543,1408,0.043432837
1296229,1513,0.92
1296229,1514,0.07
1172540,1403,0.701231636
1172540,1405,0.053354581
1259418,1510,1
1252455,1510,1
1172533,1510,1
1156728,1403,0.648105684
1156728,1405,0.049312389
1189980,1510,1
1297023,1510,1
1158571,1612,0.92
1158571,1609,0.07
1259622,1403,1
1135066,2100,0.494764868
1135066,1514,0.037645153
1172423,1403,0.604940848
1172423,1405,0.046028108
1133916,1403,1
1179278,1613,0.724172388
1179278,1408,0.055100073
1172413,1613,0.473635228
1172413,1606,0.036037463
1191109,1510,1
1158627,1403,1
1147528,1510,0.572944536
1147528,1514,0.043593606
1259830,1708,0.92
1259830,1904,0.07
1140118,1403,1
1178623,1510,0.648709388
1178623,1403,0.049358323
1252043,1510,1
1158632,1510,1
1135070,1403,1
1189860,1809,0.49657598
1189860,1406,0.037782955
1189853,1510,1
1172356,1608,0.860911344
1172356,1603,0.065504124
1189852,1505,1
1189849,1403,0.42564076
1189849,1408,0.03238571
1158667,1403,1
1251741,1403,1
1172328,1510,1
1260050,1403,1
1140083,1403,1
1251701,1403,1
1172311,1611,0.63693716
1172311,1407,0.04846261
1216892,1510,1
1218087,1305,0.752848328
1218087,1608,0.057281938
1251628,1514,0.658670504
1251628,1510,0.050116234
1251587,1510,1
1251582,1912,0.543061188
1251582,1403,0.041319873
1172264,1612,0.453411144
1172264,1610,0.034498674
1296083,1403,1
1154467,1405,0.672857548
1154467,1408,0.051195683
1172227,1609,0.604940848
1172227,1403,0.046028108
1158673,1708,0.92
1158673,1408,0.07
1135080,1000,0.502009316
1135080,1514,0.038196361
1158685,1510,1
1158686,1403,0.92
1158686,1515,0.07
1251476,1609,1
1212936,1403,1
1193098,1510,1
1174899,1403,1
1149519,1809,0.545476004
1149519,1610,0.041503609
1172170,1808,1
1158690,1403,0.514988952
1158690,1207,0.039183942
1260334,1403,1
1251395,1510,1
1140047,1403,1
1172119,1403,0.620033448
1172119,1405,0.047176458
1140046,1403,1
1158699,1510,1
1251092,1408,0.567209348
1251092,1403,0.043157233
1251087,1403,0.663801988
1251087,1408,0.050506673
1250857,1403,1
1193421,1403,1
1314730,1403,1
1189711,1510,1
1158720,1403,1
1158721,1808,1
1216880,1403,1
1148206,1708,0.92
1148206,1408,0.07
1135103,1505,0.4543167
1135103,1613,0.034567575
1226017,1510,1
1149619,1510,1
1154066,1403,0.661689024
1154066,1405,0.050345904
1250706,1510,1
1260781,1403,1
1148221,1403,1
1250682,1510,1
1178626,1403,1
1149625,1510,1
1261012,1614,0.92
1261012,1403,0.07
1250233,1610,0.450392624
1250233,1408,0.034269004
1193507,1403,1
1154522,1612,0.461259296
1154522,1610,0.035095816
1226135,1403,1
1171922,1210,0.620939004
1171922,1904,0.047245359
1158772,1510,1
1250196,1403,1
1179339,1613,0.47544634
1179339,1612,0.036175265
1141211,1612,0.92
1141211,1610,0.07
1158801,1510,1
1250110,1510,1
1250103,1405,0.521629696
1250103,1408,0.039689216
1174953,1403,1
1189616,1613,0.52525192
1189616,1408,0.03996482
1250063,1510,1
1226240,1510,1
1149315,1708,0.584414912
1149315,1403,0.044466352
1249987,1510,1
1189613,1403,1
1189606,1403,0.549701932
1189606,1708,0.041825147
1179376,1403,1
1154055,1610,0.92
1154055,1613,0.07
1216767,1613,0.471220412
1216767,1403,0.035853727
1226269,1510,1
1249820,1403,0.398172228
1249820,1408,0.030295713
1249695,1405,0.585924172
1249695,1603,0.044581187
1193620,1403,1
1219032,1403,0.681611256
1219032,1610,0.051861726
1315192,1510,1
1213680,1403,1
1249594,1403,0.571133424
1249594,1405,0.043455804
1171740,1403,1
1132854,1612,0.92
1132854,1610,0.07
1147448,1407,0.559361196
1147448,1408,0.042560091
1171690,1405,1
1148259,1708,0.693383484
1148259,2004,0.052757439
1141286,1808,0.465787076
1141286,1514,0.035440321
1139836,1403,1
1141288,1403,0.597394548
1141288,1407,0.045453933
1141291,1510,1
1139830,1613,0.776392784
1139830,1408,0.059073364
1133327,1614,0.92
1133327,1403,0.07
1132852,1613,0.539137112
1132852,1408,0.041021302
1310154,1210,0.632711232
1310154,2004,0.048141072
1171551,1403,0.642672348
1171551,1408,0.048898983
1179403,1608,0.81352058
1179403,1408,0.061898305
1249380,1808,0.492953756
1249380,2100,0.037507351
1171544,1403,1
1219114,1514,0.502009316
1219114,1403,0.038196361
1141310,1403,0.560266752
1141310,1408,0.042628992
1154591,1403,1
1154592,1403,0.562681568
1154592,1408,0.042812728
1132846,1403,1
1139793,1403,1
1249279,1403,0.530987108
1249279,1514,0.040401193
1175048,1403,1
1171505,1403,1
1249251,1602,0.400587044
1249251,1608,0.030479449
1298723,1403,1
1145215,1510,1
1189429,1403,1
1179419,1510,1
1171451,1403,1
1145440,1403,1
1189333,1610,0.524044512
1189333,1408,0.039872952
1249029,1210,0.92
1249029,1403,0.07
1179457,1403,1
1158259,1402,0.46337226
1158259,1514,0.035256585
1310263,1707,0.92
1310263,1702,0.07
1171400,1403,1
1248783,1403,1
1303481,1403,1
1194225,1403,1
1135213,1403,0.47242782
1135213,1408,0.035945595
1171365,1403,1
1141382,1612,0.449185216
1141382,1610,0.034177136
1189277,1402,0.558757492
1189277,1610,0.042514157
1303469,1612,0.92
1303469,1403,0.07
1139708,1510,1
1295082,1510,0.622448264
1295082,1514,0.047360194
1257140,1610,0.562379716
1257140,1408,0.042789761
1295008,1403,0.697609412
1295008,1514,0.053078977
1310287,1510,1
1307490,1608,0.702137192
1307490,1408,0.053423482
1189255,1403,1
1154654,1510,1
1257284,1403,1
1189244,1613,0.49808524
1189244,1513,0.03789779
1219259,1808,1
1315664,1403,1
1248593,1403,0.580188984
1248593,1405,0.044144814
1194310,1403,1
1139673,1514,0.447977808
1139673,1808,0.034085268
1248514,1510,1
1263159,1403,0.389116668
1263159,1610,0.029606703
1248440,1403,1
1314772,1403,1
1194417,1403,1
1219317,1708,0.92
1219317,1513,0.07
1219330,1403,0.606450108
1219330,1408,0.046142943
1175154,1403,1
1139632,1510,1
1147353,1403,1
1139631,1510,1
1175163,1613,0.642068644
1175163,1405,0.048853049
1263416,1510,1
1171002,1614,0.92
1171002,1403,0.07
1154694,1403,1
1175164,1510,1
1248340,1505,0.624561228
1248340,1403,0.047520963
1263555,1510,1
1194484,1403,1
1248257,1403,1
1141451,1608,0.494463016
1141451,1405,0.037622186
1170947,1510,1
1139592,1610,0.92
1139592,1612,0.07
1139590,1510,1
1140663,1405,1
1139577,1703,0.518309324
1139577,1408,0.039436579
1173816,1613,0.92
1173816,1608,0.07
1248170,1403,1
1309701,1403,1
1219495,1403,0.497481536
1219495,1408,0.037851856
1248166,1403,1
1226542,1602,0.4316778
1226542,1608,0.03284505
1257134,1403,1
1219529,1610,0.92
1219529,1405,0.07
1141473,1613,0.630598268
1141473,1408,0.047980303
1303394,1403,1
1314601,1514,0.316068484
1314601,1403,0.024048689
1151946,1403,1
1248047,1403,1
1135260,1510,1
1159051,1403,1
1298731,1403,1
1154008,1403,1
1135261,1403,1
1248019,1510,1
1189011,1403,1
1141490,1403,0.58411306
1141490,1408,0.044443385
1247916,1403,1
1147275,1510,1
1264360,1403,1
1264434,1405,0.694892744
1264434,1408,0.052872274
1154751,1505,0.596488992
1154751,1408,0.045385032
1309308,1407,0.92
1309308,1403,0.07
1305902,1403,1
1247783,1403,1
1170563,1510,1
1219639,1403,0.567813052
1219639,1408,0.043203167
1139493,1403,0.704250156
1139493,1408,0.053584251
1139489,1510,1
1151966,1403,1
1188927,1403,0.574755648
1188927,1408,0.043731408
1195125,1403,1
1147260,1403,0.5901501
1147260,1610,0.044902725
1257328,1403,1
1170438,1403,1
1154770,1505,0.882342836
1154770,1406,0.067134781
1306324,1513,0.92
1306324,1808,0.07
1255514,1403,1
1255846,1510,1
1173517,1613,0.92
1173517,1403,0.07
1247167,1510,1
1141593,1610,0.582000096
1141593,1408,0.044282616
1141599,1513,0.92
1141599,1808,0.07
1195307,1514,0.61429826
1195307,1513,0.046740085
1191056,1403,1
1247052,1614,0.92
1247052,1403,0.07
1246992,1510,1
1170256,1403,1
1158204,1403,1
1170226,1403,1
1154798,1403,1
1141630,1000,0.52072414
1141630,1403,0.039620315
1141634,1510,1
1219762,1403,1
1159121,1403,1
1154805,1510,1
1154806,1610,0.868457644
1154806,1612,0.066078299
1141640,1403,1
1303380,1510,1
1303362,1403,1
1170123,1403,1
1188877,1403,1
1246353,1403,1
1170057,1403,1
1141694,1403,1
1141705,1605,0.618524188
1141705,1608,0.047061623
1245879,1403,0.583207504
1245879,1408,0.044374484
1245855,1403,1
1134919,1402,0.92
1134919,1408,0.07
1141728,1403,1
1173561,1510,1
1300958,1403,1
1226674,1612,0.436507432
1226674,1403,0.033212522
1245698,1510,0.92
1245698,1514,0.07
1219789,1403,1
1147218,1613,0.92
1147218,1403,0.07
1188764,1403,0.730813132
1188764,1407,0.055605347
1245613,1403,0.576264908
1245613,1405,0.043846243
1245612,1403,1
1298676,1403,1
1219810,1510,1
1139346,1403,1
1169792,1403,1
1169791,1510,1
1169765,1403,1
1147209,1610,0.801144648
1147209,1515,0.060956658
1216177,1403,0.447977808
1216177,1513,0.034085268
1245517,1405,0.92
1245517,1403,0.07
1132057,1403,1
1134273,1405,1
1245451,1403,1
1245405,1403,0.616109372
1245405,1405,0.046877887
1141764,1403,0.569322312
1141764,1405,0.043318002
1154853,1403,1
1169679,1403,1
1149696,1613,0.510763024
1149696,1408,0.038862404
1245368,1403,0.576264908
1245368,1405,0.043846243
1151183,1403,1
1219896,1402,0.562379716
1219896,2100,0.042789761
1169633,1403,1
1219906,1510,1
1141772,1403,1
1245313,1403,1
1245255,1403,1
1169543,1403,1
1245200,1403,1
1245129,1403,1
1139303,1403,1
1225417,1405,0.634824196
1225417,1403,0.048301841
1158140,1403,0.655651984
1158140,1405,0.049886564
1219931,1205,0.92
1219931,1708,0.07
1245082,1403,0.57656676
1245082,1613,0.04386921
1154881,1403,1
1139291,1510,1
1245075,1403,1
1245054,1403,1
1265157,1403,0.68221496
1265157,1408,0.05190766
1149697,1403,1
1244968,1403,1
1133033,1510,1
1173829,1510,1
1265209,1403,1
1265214,1510,1
1297324,1403,1
1133603,1403,1
1226719,1403,1
1244900,1403,1
1265284,1403,1
1141818,1405,1
1140582,1403,1
1265356,1510,1
1169259,1510,0.436809284
1169259,1403,0.033235489
1244856,1403,0.693081632
1244856,1610,0.052734472
1244853,1510,1
1244811,1403,1
1265412,1403,1
1265423,1403,0.387003704
1265423,1514,0.029445934
1132772,1510,1
1135299,1403,0.632107528
1135299,1408,0.048095138
1226805,1510,1
1175698,1711,0.754961292
1175698,1706,0.057442707
1178453,1403,1
1147980,1510,1
1145085,1510,1
1139208,1510,1
1294424,1510,1
1154922,1403,1
1175727,1510,1
1265667,1402,0.847931708
1265667,1403,0.064516543
1134361,1610,0.809898356
1134361,1408,0.061622701
1196179,1403,1
1148028,1702,0.92
1148028,1707,0.07
1175760,1612,0.440431508
1175760,1610,0.033511093
1152034,1403,1
1220095,1613,0.501707464
1220095,1408,0.038173394
1265895,1403,1
1188512,1403,1
1196291,1403,1
1266143,1510,1
1133039,1602,0.607053812
1133039,1403,0.046188877
1196328,1510,1
1188468,1405,0.70485386
1188468,1613,0.053630185
1196345,1510,1
1297329,1402,0.542759336
1297329,1408,0.041296906
1303261,1403,1
1139146,1603,0.502009316
1139146,1608,0.038196361
1196384,1403,1
1303249,1603,0.879022464
1303249,1514,0.066882144
1139130,1510,1
1294404,1403,1
1147087,1405,0.637239012
1147087,1403,0.048485577
1147823,1403,0.466692632
1147823,1408,0.035509222
1147067,1403,1
1243277,1403,1
1141948,1510,1
1154966,1408,0.661387172
1154966,1403,0.050322937
1196500,1403,1
1188278,1403,1
1141960,1403,1
1220346,1903,0.701231636
1220346,1209,0.053354581
1141964,1611,0.92
1141964,1702,0.07
1139082,1613,0.92
1139082,1510,0.07
1139073,1403,1
1243072,1403,1
1196674,1708,0.92
1196674,1408,0.07
1242910,1403,1
1168688,1613,0.530081552
1168688,1408,0.040332292
1242764,1808,1
1133978,1403,0.52827044
1133978,1408,0.04019449
1256066,1403,1
1139050,1510,1
1190845,1510,1
1188058,1613,0.537929704
1188058,1408,0.040929434
1168589,1403,1
1139037,1514,0.589244544
1139037,1505,0.044833824
1297344,1510,0.52374266
1297344,1514,0.039849985
1242500,1403,1
1168559,1403,1
1133048,1403,1
1297399,1510,1
1139020,1510,1
1175861,1403,0.592564916
1175861,1408,0.045086461
1175863,1510,1
1168486,1403,1
1242312,1510,1
1142042,1510,1
1225376,1403,1
1168415,1403,1
1242271,1403,1
1147027,1403,1
1138995,1613,0.484803752
1138995,1408,0.036887242
1138991,1403,0.558757492
1138991,1405,0.042514157
1138979,1808,0.8618169
1138979,1513,0.065573025
1147012,1403,1
1175905,1613,0.509555616
1175905,1403,0.038770536
1268032,1510,1
1218176,1510,1
1148555,1514,0.468201892
1148555,1403,0.035624057
1309683,1403,1
1226942,1403,1
1155033,1514,0.495972276
1155033,1808,0.037737021
1268066,1403,0.536722296
1268066,1514,0.040837566
1197555,1510,1
1145060,1403,1
1306407,1510,1
1168108,1510,1
1133055,1708,0.431375948
1133055,1408,0.032822083
1217486,1808,0.534609332
1217486,1513,0.040676797
1168045,1403,1
1138888,1403,1
1307543,1403,1
1168032,1403,1
1226999,1403,0.599809364
1226999,1610,0.045637669
1227005,1402,0.577472316
1227005,1610,0.043938111
1149740,1510,1
1138871,1403,1
1152145,1403,1
1142154,1610,0.92
1142154,1403,0.07
1133061,1403,1
1297409,1403,1
1142159,1403,1
1159343,1608,0.61429826
1159343,1610,0.046740085
1187830,1614,0.92
1187830,1403,0.07
1152156,1403,1
1155073,1403,1
1133062,1403,1
1304310,1510,1
1142174,1403,1
1153885,1403,1
1145047,1403,1
1176030,1408,0.54336304
1176030,1403,0.04134284
1310760,1510,0.592263064
1310760,1514,0.045063494
1142178,1510,1
1227028,1403,1
1138832,1612,0.684327924
1138832,1408,0.052068429
1176057,1706,0.92
1176057,1408,0.07
1134897,1510,1
1187648,1403,1
1153876,1403,1
1167745,1403,1
1225352,1403,0.781222416
1225352,1408,0.059440836
1146945,1505,0.92
1146945,1510,0.07
1270245,1403,1
1270258,1403,1
1303113,1510,1
1227030,1403,0.722059424
1227030,1408,0.054939304
1147834,1510,1
1198810,1403,1
1142261,1403,0.783939084
1142261,1407,0.059647539
1134889,1603,0.462768556
1134889,1608,0.035210651
1255657,1403,1
1294069,1510,1
1142284,1403,0.848535412
1142284,1407,0.064562477
1271093,1403,1
1142287,1403,0.582301948
1142287,1408,0.044305583
1271186,1403,1
1176106,1610,0.92
1176106,1613,0.07
1254697,1612,0.584414912
1254697,1610,0.044466352
1271474,1614,0.92
1271474,1610,0.07
1199034,1614,0.92
1199034,1403,0.07
1150932,1403,0.92
1150932,1407,0.07
1271532,1610,0.92
1271532,1403,0.07
1138714,1407,0.92
1138714,1403,0.07
1142335,1612,0.83465022
1142335,1610,0.063505995
1138704,1609,0.6505205
1138704,1608,0.049496125
1142344,1510,1
1303738,1403,1
1257120,1610,0.443148176
1257120,1612,0.033717796
1304487,1403,1
1294041,1403,0.92
1294041,1613,0.07
1134235,1613,0.495972276
1134235,1610,0.037737021
1145031,1510,1
1148650,1403,1
1220924,1408,0.552720452
1220924,1802,0.042054817
1138666,1610,0.450392624
1138666,1612,0.034269004
1199362,1403,1
1272209,1609,0.92
1272209,1613,0.07
1147838,1403,1
1293867,1403,1
1187264,1403,0.607053812
1187264,1405,0.046188877
1152214,1403,1
1176190,1402,0.500500056
1176190,1408,0.038081526
1135382,1505,0.587433432
1135382,1514,0.044696022
1307025,1708,0.92
1307025,1403,0.07
1272641,1510,1
1158094,1403,1
1176197,1403,1
1240018,1514,0.92
1240018,1510,0.07
1167227,1403,0.471824116
1167227,1408,0.035899661
1159527,1614,0.92
1159527,1403,0.07
1155165,1210,0.602827884
1155165,1708,0.045867339
1199677,1403,1
1167199,1608,0.479370416
1167199,1405,0.036473836
1298612,1510,1
1146842,1612,0.44375188
1146842,1610,0.03376373
1138586,1510,1
1199743,1510,1
1273315,1403,1
1135383,1403,1
1302965,1403,1
1199830,1403,1
1138560,1405,1
1167157,2003,0.657764948
1167157,1211,0.050047333
1167149,1403,0.648407536
1167149,1408,0.049335356
1134023,1405,1
1131965,1403,1
1227131,1403,0.413264828
1227131,1000,0.031444063
1167132,1510,1
1155187,1510,1
1239527,1403,0.672253844
1239527,1407,0.051149749
1155189,1403,1
1273618,1612,0.92
1273618,1610,0.07
1223930,1403,0.565700088
1223930,1408,0.043042398
1179631,1608,0.773374264
1179631,1408,0.058843694
1133129,1403,1
1199949,1403,1
1179650,1808,1
1200009,1403,1
1142545,1403,1
1176245,1403,0.503518576
1176245,1407,0.038311196
1293775,1510,1
1138518,1403,1
1221039,1510,1
1186691,1608,0.671951992
1186691,1408,0.051126782
1227171,1510,1
1257374,1809,0.79993724
1257374,1606,0.06086479
1186623,1510,1
1200198,1403,1
1227173,1610,0.92
1227173,1612,0.07
1176251,1613,0.635126048
1176251,1405,0.048324808
1166876,1403,1
1274576,1403,1
1166860,1510,1
1186473,1510,1
1221107,1206,0.92
1221107,1608,0.07
1297479,1510,1
1142582,1403,1
1166831,1505,1
1200261,1403,1
1238994,1403,1
1308480,1510,1
1190565,1510,1
1186469,1510,1
1152280,1403,1
1238896,1403,1
1293666,1403,1
1142626,1403,1
1138424,1403,1
1238667,1403,1
1200612,1403,0.477861156
1200612,1408,0.036359001
1185930,1510,1
1200704,1403,1
1149780,1510,1
1166638,1708,0.92
1166638,1403,0.07
1155257,1403,0.630296416
1155257,1408,0.047957336
1142673,1403,1
1159619,1510,1
1221177,1608,0.724172388
1221177,1807,0.055100073
1166608,1403,1
1155262,1510,1
1238359,1403,1
1185872,1510,1
1133625,1403,1
1153824,1403,1
1149812,1613,0.92
1149812,1403,0.07
1134670,1510,1
1200841,1403,0.446468548
1200841,1408,0.033970433
1166470,1510,1
1173342,1603,0.475144488
1173342,1514,0.036152298
1176369,1403,1
1185825,1611,0.744396472
1185825,1708,0.056638862
1134036,1403,1
1293404,1808,0.505933392
1293404,1809,0.038494932
1133712,1403,1
1223878,1614,0.92
1223878,1610,0.07
1155289,1403,1
1133152,1708,0.5826038
1133152,1408,0.04432855
1200915,1403,0.625466784
1200915,1408,0.047589864
1238121,1403,1
1166398,1612,0.915848408
1166398,1610,0.069684118
1138318,1403,1
1138315,1403,0.59316862
1138315,1405,0.045132395
1185761,1403,1
1185745,1510,1
1185729,1510,1
1144925,1510,0.586226024
1144925,1403,0.044604154
1166359,1808,0.568416756
1166359,1514,0.043249101
1142744,1403,1
1185641,1403,1
1138279,1613,0.6731594
1138279,1405,0.05121865
1314949,1403,0.44375188
1314949,1408,0.03376373
1166344,1510,1
1144918,1403,1
1221312,1613,0.58864084
1221312,1408,0.04478789
1173957,1403,1
1201057,1403,1
1300059,1403,1
1215332,1403,1
1237968,1403,1
1276327,1510,1
1256172,1403,0.92
1256172,1610,0.07
1166300,1613,0.92
1166300,1403,0.07
1148723,1403,1
1237931,1510,1
1314386,1403,1
1166222,1613,0.770355744
1166222,1408,0.058614024
1227576,1808,0.554229712
1227576,1514,0.042169652
1146722,1510,1
1166204,1613,0.488124124
1166204,1610,0.037139879
1201288,1403,1
1201293,1706,0.92
1201293,1403,0.07
1166154,1510,1
1227609,1510,1
1155343,1403,1
1185453,1515,0.92
1185453,1403,0.07
1276903,1510,1
1146714,1403,1
1301794,1809,0.606450108
1301794,1513,0.046142943
1276944,1403,1
1201544,1613,0.89049284
1201544,1403,0.06775489
