display_id,uuid,document_id,timestamp,platform,geo_location
30520,d7b7a45d04b8d9,1060089,2234374,2,US>MN>613
30521,d23a73a3d40c89,1316744,2234542,2,US>CA>803
30522,48c1425998e33e,1785066,2234702,1,US>CA>804
30523,54a4130ac23f64,1776716,2234772,2,US>IL>602
30524,4addde15b72d88,1763984,2234805,3,US>TX>623
30525,2cf1b7337c2e86,1788470,2234809,1,CA>BC
30526,e93a67a5eb4bcf,1077294,2234828,3,US>CO>751
30527,cf399c1e6551ca,1763498,2234832,1,US>CT>533
30528,a86d061ac24ad5,281161,2234923,1,CA>AB
30529,ddc1bda4784d62,1179111,2234941,2,IN>11
30530,e27b6a44e7ea9e,1089932,2235172,2,AU>07
30531,25ba60c17ee6ab,619529,2235476,1,US>CA>825
30532,7cc8e85824a1ee,4099,2235502,3,US>NY>501
30533,8e6b8b8e2d39e1,1740523,2235517,3,US>MO>616
30534,1cdb79786d9409,1701229,2235656,3,GB>H9
30535,fe44526b771015,1796053,2235730,2,US>TX>618
30536,667aceaec56c8a,1743695,2235749,2,US>CA>807
30537,ac8e5a778d1f10,318149,2235837,2,US
30538,8298f875d3560a,1179111,2236025,2,US>TX>641
30539,25e92db6fff1f1,1147149,2236176,1,NZ>E9
30540,729fd93b7b958b,353634,2236287,2,IN>33
30541,2f88dd4acc078b,1775096,2236291,2,AU>04
30542,9090aa89498bcd,1772854,2236566,3,US>TX>618
30543,a92f709e145f87,1767529,2236615,1,US>WI>617
30544,bdcfabb6437972,38915,2236740,1,US>NH>506
30545,214eb7c3dc761e,1717049,2236918,1,US>CA>803
30546,aa83df9fe8d992,164398,2236952,2,US>CA>803
30547,3b7203cdd18b54,1743986,2237033,2,US>CA>803
30548,373112698311aa,1765799,2237045,2,GB>H9
30549,d9c685712782b3,1776177,2237240,1,AU>02
30550,2dd810bfc6a6f7,1776177,2237275,1,US>NY>501
30551,2252495c0a5947,1772165,2237365,2,GB>H9
30552,39cf2123b454e9,1788280,2237703,1,US>CA>807
30553,f5bf861e6b9937,1776177,2237780,2,US>TX
30554,3bcf35e1d33510,1751481,2237838,1,US>OR>820
30555,305e50b44a3a4c,1795295,2237870,2,US>IL>602
30556,39a98062dff451,1785584,2237883,2,US
30557,d193411c47a023,1232895,2237884,2,US>IN>602
30558,8107ddf3133058,1525917,2238056,2,US>GA>561
30559,3a1990a1c1a8ef,1787381,2238101,2,US>FL>539
30560,ab7133cdf5c86b,318866,2238110,2,AU>04
30561,e0f9bc1b7b86b9,1778025,2238382,2,US>CA>803
30562,34f9fbcc8746a8,1773957,2238393,3,US>ID>881
30563,f00df090be3c06,1178289,2238431,1,US>SD>725
30564,3366ef2edfa045,1029390,2238458,1,US>WI>617
30565,1a69aea508122f,1759699,2238575,1,US>CA>803
30566,f818a8f5d6c557,1769193,2238826,2,US>CA>803
30567,e3644cd2f1363e,1631637,2238833,2,US>GA>524
30568,a3860e83d698cc,427953,2239072,2,US>CA>803
30569,998c6db9448fb6,915030,2239079,2,US>CO>751
30570,adecc3061b776a,1786261,2239186,3,US>AZ>753
30571,979a23f316d490,1383759,2239206,3,US>FL>686
30572,d3ebac87fc53ce,1675109,2239302,2,US>IL>648
30573,73101df59df75c,1791380,2239355,2,US>NJ>501
30574,e48c57b0ddb673,1780201,2239597,2,US>MN>613
30575,c27976ebb5de13,1753410,2239629,1,US>MI>551
30576,d3bdc95a08c200,1723646,2239698,2,CA>ON
30577,ba0cead165fb19,1775193,2239954,1,US>CA>800
30578,b7e110c89bd8d4,1772630,2240007,2,US>OH>535
30579,af43d960893c47,1571798,2240101,1,JP>40
30580,1d1e0335442022,1738934,2240258,2,US>NC>567
30581,cdec29dbea2e9d,1763504,2240378,2,US>FL>534
30582,58b6b250d8fe92,1179111,2240402,2,US>WA>819
30583,f1f927b24173c5,1773141,2240479,2,AU>07
30584,6065a3e7673147,1781541,2240856,2,BE>01
30585,47b1cdc627bf9e,489477,2241076,2,US>WI>702
30586,3f6a8a1f69f2b3,445332,2241207,2,US>FL
30587,ef56e06435cde2,1426581,2241230,2,US>WA>881
30588,85b02801349bea,1111084,2241275,1,US>MI>563
30589,c77a81574b9d3d,780571,2241373,1,SG>00
30590,a1a016cf26390f,1765569,2241491,2,US>PA>574
30591,4fdcdd034c5e40,1119002,2241641,3,US>CA>803
30592,5053f24bfbf887,1738117,2241738,1,CA>AB
30593,b26ec41c02a65c,1178289,2241770,1,US>TX>635
30594,5cc3989921d184,1774451,2241821,2,US>TX>635
30595,678a5223010eb3,1674688,2241958,2,SG>00
30596,ee083f6bf0ea8c,1793625,2242010,3,CA>ON
30597,2e2a61877df221,1665297,2242109,2,US>CA>807
30598,fa9147b701bb02,1739419,2242147,1,CA>BC
30599,4c2c3c34d98033,876722,2242156,2,US
30600,8a8fa7e11c9e40,1179111,2242255,1,GB>H9
30601,daccba9a991eb5,1207844,2242367,2,CA>AB
30602,227769abeee367,1269664,2242392,1,NZ>G2
30603,131f8dd8e7efc7,1773554,2242494,2,QA>01
30604,d9fc18de935041,1768769,2242499,2,US>CA
30605,34b17c39a9c9f2,1796702,2242605,2,SG>00
30606,e6b595c822d357,619529,2242693,2,US>CA>828
30607,18ec5f2d01570a,1767016,2242815,2,US>MA>506
30608,f6584bc0149354,1789958,2242828,2,US>CA>807
30609,a0a0ccbd51f489,1693659,2242903,2,US>TX>623
30610,44f67868cbc184,1791528,2242907,2,US>CA>807
30611,5f7e135de8a99a,786638,2243074,3,US>CA>825
30612,b399c60e9a82b0,1148554,2243157,2,US>CO>751
30613,f3da47282fa10b,1788794,2243162,3,US>CA>825
30614,56fd649ebbb7a5,1099302,2243247,2,US>FL
30615,b96627ec6d1bd5,1717049,2243276,1,US>CA>862
30616,ce1510f72982a3,1749625,2243351,2,US
30617,4f8a0061aea4a8,382172,2243371,2,US>AL>691
30618,ad55b480a742bb,1781902,2243549,2,JP>40
30619,657e341c3c4d0b,1777797,2243566,2,US>IL>602
30620,2976a7fcd31e48,1742567,2243637,3,NZ>G2
30621,9853cf365d195c,1685072,2243690,1,US>CA>807
30622,16bcd7c9bb7375,1408851,2243762,1,AU>04
30623,f43e0cec9288f5,1772854,2243788,3,US>OK>650
30624,acee95eb2a5868,1760066,2243790,1,US>LA>716
30625,672b04ccf0ab15,1630611,2243851,1,US>CA>807
30626,cd562186adc2ed,1781986,2243906,1,AU>02
30627,47dfc5856885f4,1715349,2243978,2,AU>04
30628,72d33b064cd43b,1742780,2244152,2,US>MN>613
30629,e7d2024d95456e,1777101,2244215,3,US>PA>504
30630,9b986406d03a74,1383689,2244285,3,US>MO>609
30631,2c7c1bc7aa9d46,744912,2244465,2,CA>AB
30632,cca37ee4cb30bc,1758692,2244514,2,CA>ON
30633,909c7f0c7cc5d3,1710195,2244616,1,DE>01
30634,79f2eb36324d1c,807380,2244661,2,US>CA>807
30635,3eaeeab334fdae,1774304,2244763,1,US>CT>533
30636,53df2b1e56e12d,1764870,2244900,3,BS>23
30637,ee42ce5e9cd4e1,1785969,2245146,3,GB>R3
30638,f3da7c2b26aef1,1790851,2245216,2,US>CA>804
30639,82898973669ea2,1781986,2245228,2,US>CO>751
30640,117fad0129efe8,1779415,2245245,3,CA>BC
30641,f08e610105cc92,1756711,2245375,2,US>MI>505
30642,ae5911403e553f,1795150,2245468,1,US>CA>803
30643,f1f7821eae908d,1097337,2245799,2,CA>SK
30644,d154b38ac8d52b,1760775,2245835,2,NO
30645,9982d02c993170,1691083,2245885,3,US>OH>535
30646,12f39e0087fb7b,1766941,2245911,1,US>WA>819
30647,f0baa8fd597b73,913957,2246014,2,US>IL>602
30648,59c249ff27a51b,1446379,2246053,2,US>MO
30649,59e0405a2a40a5,747000,2246065,1,AU>08
30650,1c3f6e44ec0f5b,1043632,2246096,1,CA>ON
30651,345f50880e50a0,1529765,2246112,3,US>IL>602
30652,9e1641fedf5446,1354054,2246153,1,US>SC>519
30653,627d7a037b5f9f,1179111,2246163,2,US>GA>524
30654,58adf0b5688aed,1757723,2246262,1,US>IA>679
30655,4dadd7a830e29e,132523,2246265,3,CA>BC
30656,62dde093960a3a,1766644,2246279,1,US>VA>511
30657,8827f0e4e28879,1402283,2246287,2,US>AZ>753
30658,89b90e5939a140,840805,2246365,2,AU>07
30659,b040417edb55d1,379172,2246404,2,US>NV>839
30660,1dda99d7e52fa4,1743986,2246488,2,CA>BC
30661,207a7d7e2a89f4,1775749,2246494,2,US>WA>819
30662,77644d08397beb,1557215,2246605,1,US>IA>652
30663,78708716e44001,1783050,2246618,1,US>AL>691
30664,82ea6f2883f093,1771256,2246790,2,US>TX>625
30665,d76f77ef303930,1274134,2246803,2,US>MT>762
30666,9f70cc1c6f8fbb,1781127,2246817,3,CA>BC
30667,22342734608e33,1694774,2246943,1,CA>ON
30668,8e939ad26f2d73,1758692,2246986,1,US>WA>819
30669,a619951963d274,1764233,2246995,3,US>TX>623
30670,c0a339e3a618b6,1518953,2247173,3,US>PA>504
30671,a0e596f480d10a,1179111,2247215,2,US>TX>618
30672,f9dfe5a16076ee,13855,2247359,1,AU>07
30673,7f76363117da41,398694,2247625,2,US>CA>807
30674,b04acb86479a60,1745172,2247809,2,US>CA>807
30675,b523d1497c26ae,1178289,2247818,3,US>KY>529
30676,623692b2ff1666,871276,2247982,1,US>IL>602
30677,2d91b869fae6ee,1772345,2247983,2,CA>ON
30678,1def0b29a4fb62,1794208,2248009,1,US>TX>635
30679,cafe8ede666cef,1317515,2248124,1,CA>AB
30680,a2eb6dd21f26a8,814577,2248137,2,GB>H9
30681,9b848042fa4789,1692412,2248243,1,US>SD>725
30682,b76edec5a2f483,1753584,2248303,3,US>CA>862
30683,7f1a4e25782492,1742655,2248318,3,US>NC>518
30684,b2b43bfea690dc,1759469,2248476,2,US>NM
30685,f64830698d353b,1780201,2248489,2,US>NE>652
30686,e1f8b3e6a027dc,375594,2248494,2,US>NJ>501
30687,2096467d75514f,2861,2248608,1,US>MA>506
30688,fbcd07c2cadb71,1574092,2248640,1,CA>ON
30689,7c3abd1330dfae,339640,2249017,1,US>CA>855
30690,cd36aef1fc1da0,1795829,2249017,3,US>TX>623
30691,77be7a82fa031b,1787228,2249022,3,US>IL>602
30692,cf498ba851914a,1519478,2249060,1,AU>07
30693,de3e2d8bce5ccf,1746584,2249089,1,US>WA>819
30694,d57984d1f1bf4e,1768769,2249091,2,US>CA>825
30695,5cfab2c025a8c2,1770233,2249280,2,AE>01
30696,b35a0ce7ba04d7,1762066,2249552,1,US>TX>641
30697,c3e198c3541595,1760330,2249564,2,US>GA>524
30698,8bd9d73dc2ad38,1787871,2249634,1,US>CA>803
30699,687c88d13d8283,1793831,2249840,2,IN
30700,29f727d34fae62,687573,2249851,2,US
30701,f985c72d37e0fb,279826,2249859,2,US>WV>564
30702,2cbb7f8cf1d59e,1598076,2249864,2,US>PA>508
30703,f0a2fbbd1f1df3,1138835,2249894,1,US>CA>862
30704,7c8a9001f87272,1746661,2249904,2,US>MD>512
30705,7fc9061aae14a5,24456,2249956,2,AU>04
30706,96c3b157023913,155323,2249985,2,US>TX>618
30707,8810f9e267d02e,1638857,2250141,2,US>FL>561
30708,7c7eb3fbe825d4,1451476,2250185,2,US>CA>807
30709,17c9e6f419e9ae,1179111,2250203,2,PL>83
30710,55b7d69f5b55da,1786175,2250317,2,US>CA>862
30711,bfdab29f236c28,1282043,2250337,2,US>MS>718
30712,bfc350c3089e32,573399,2250589,2,US>SC>546
30713,7da1159a26633b,1452787,2250616,1,IN>07
30714,2f4b20bc7c40db,839893,2250659,2,US>OH>510
30715,21c1b23bfc601b,1714190,2250736,2,US>CA>807
30716,3cbbb44ccb9f26,286095,2250869,2,GB
30717,fee560c4ce90d3,1062653,2251140,3,US>OR>820
30718,1675ebdf8c0a76,1739829,2251177,2,US>WI>658
30719,b38090fac0b2bf,1179111,2251219,2,US>NJ>501
30720,a82bbb385f34e7,1643701,2251353,1,GB
30721,7a8ce1354dd9c0,1787476,2251370,3,US>NJ>501
30722,a156a8175cd69c,1113893,2251440,1,US>IN>602
30723,a64f7cc5f197f0,1742299,2251472,1,US>GA>507
30724,1607f02eb41fcb,1773948,2251573,2,CA>BC
30725,37d9a0ea25882d,48543,2251953,3,CA>BC
30726,d63b01bdec49c6,1649978,2252148,2,US>IL>602
30727,b10b1312aaf4a3,1647323,2252202,1,US>OR>813
30728,a7a3b6cf6df0cd,1793347,2252343,2,US>CO>751
30729,8c95bb7d738928,1788470,2252555,3,US>TX>636
30730,19d1232772fffa,1762366,2252614,1,US>MO>604
30731,50f9929fbbbdc9,1762204,2252648,2,US>WA>819
30732,b66bbe1df1596b,1773948,2252656,2,US>CA>803
30733,b79af1851138d2,1778538,2252729,1,US>MO>631
30734,faab8db808d0dc,1565978,2252741,3,US>CA>862
30735,1c72f7fea1e65f,920872,2252778,2,US>CA
30736,5fd8cded127cc8,1080900,2252789,3,US>KS>605
30737,1e6408aad56acf,1747492,2252810,2,SG>00
30738,3e94cc9f7b9d44,1796185,2252929,1,US>CA>825
30739,d0fb1a44e8e744,339674,2252969,2,US
30740,402b81f601a0ee,1514640,2252977,1,US>CO>751
30741,6ad0bb82e1f642,1756351,2253133,2,US>SC>567
30742,f29bb2d751a59c,224227,2253146,3,US>VT>523
30743,5d51cb6e112ab9,1750681,2253288,1,US>CA>807
30744,eec779b6bccc28,1783281,2253395,1,US>NV>839
30745,51355dffb174d7,1786215,2253459,1,US>CO>751
30746,da7137c1bedc1d,1793544,2253606,2,US>TX>618
30747,f289664f3862a5,1271578,2253619,1,US>NV>839
30748,db7ae3e6ed5410,1766890,2253625,3,CA>BC
30749,9a2a6de6d4e541,1775340,2253699,2,US>GA>524
30750,48ad4ab9adba99,1772939,2253732,3,US>IL>602
30751,965e8a850d45ae,1745222,2253743,3,CA>BC
30752,d3636270590eb2,1759469,2253783,1,US>KY>541
30753,4f32c5d1dc80bb,1665297,2253787,2,US>TX>600
30754,6f0fb3ba3d51ad,1715349,2253826,3,GB>M4
30755,181a44e1567953,1594244,2253855,2,CA>MB
30756,3ab939c2a86495,1073244,2253882,2,US>WA>819
30757,863d192dd8f222,1784680,2253987,2,US>CT>501
30758,c1ff3f2b5625cf,1585483,2254251,1,US>NY>501
30759,d12335b34e5d17,1612834,2254575,1,US>KS>603
30760,155d31ee547252,1755529,2254718,1,CA>BC
30761,554dc31af4d837,1693659,2254981,1,CA>BC
30762,6c294cf7098100,1776030,2255031,1,US>CA>807
30763,7d954c709e0984,1369173,2255116,1,US>WA>819
30764,114f3722956a3d,59129,2255194,1,NZ>E9
30765,c97d8c99ed0aff,1331473,2255245,1,US>TX>692
30766,7dbaff81b7c33c,1268727,2255544,2,US>CA>803
30767,9cf7b6a380cf5f,1775501,2255574,2,US>NJ>501
30768,fd229913ce3a01,1752935,2255631,1,US>CA>807
30769,d0e5a09b35550c,1757487,2255740,3,US>FL>539
30770,c34ce1fcf019d8,1756550,2255749,2,US>TN>575
30771,323491411006e3,1029390,2255866,2,US>MA>506
30772,1d27495b534ee7,1179111,2255919,2,US
30773,f06d36e12e6596,1715349,2255936,2,PH
30774,886f94ed493099,1792013,2255984,1,US>CA>825
30775,308117e2c14227,1781750,2256008,3,US>NV>839
30776,fa6a6a413f5349,275169,2256125,2,US>MO>616
30777,3217800301b1d1,475749,2256129,2,US>UT
30778,48f28944d4fa76,1777207,2256177,2,US>TX
30779,2e253887d0ad0e,1742256,2256254,2,US>OH>515
30780,9f79bcefef5c84,1738166,2256362,3,US>NY>501
30781,d8363a722a1397,1741273,2256387,3,CA>AB
30782,a7ca40403a7dee,1762054,2256393,3,US
30783,ebc1de12e91e73,1769397,2256434,1,US>GA>524
30784,3be0ddeb70b250,1772854,2256728,1,US>CA>803
30785,5a12d675255e77,1446417,2256799,2,US
30786,2641912a05248b,1179111,2256801,2,US>MO>609
30787,167f7bf574e138,1765767,2256814,2,US>NV>839
30788,34c537220e12b0,64114,2256822,3,AU>08
30789,735adea9a01b89,356383,2257092,3,US>FL>534
30790,fd489722bb65cc,1154100,2257115,1,US>CA>803
30791,a0202528d7fb2d,485382,2257144,2,US>IN>602
30792,42367d6007b6c4,1769707,2257162,2,US
30793,b07355eb89bf51,1762330,2257171,2,DE
30794,b0535c802e1ddb,1776177,2257302,3,US>FL>528
30795,c56c86d94d96f4,1786571,2257319,2,US>WA>819
30796,238ef52f0b6911,1026091,2257564,2,US>MI>505
30797,7915a16a1157ee,1791528,2257587,2,AU>07
30798,d68fd73263aa2e,49762,2257657,1,AU>07
30799,f9298ff176cee5,982125,2257678,3,US>CA>803
30800,4c7712ad82de19,1205772,2257897,2,US>MI
30801,e3f3fefffcac87,1658576,2257954,2,US>CA>862
30802,ade47d449dcd48,1770820,2257962,2,US>NY>501
30803,547422fb478c6e,1756801,2257967,2,US>IL>602
30804,57653a9a580144,1733892,2257993,1,US>NY>501
30805,7f834c71ce1f00,1742757,2258000,1,US>UT>770
30806,957df8be4deb21,1775159,2258020,2,US>FL>534
30807,d07bd3d6734762,1530329,2258112,1,US>CA>807
30808,6165cb0fcec641,1755465,2258258,2,US>CA>803
30809,3fc4b6584ea829,1793362,2258334,3,US>FL>656
30810,7432053eeb54b9,1774297,2258342,2,US>TX>709
30811,76a761c41b10ad,1302461,2258433,2,US>TN>640
30812,a5e6f5ea7ceb52,272631,2258459,2,US>CA>800
30813,910d700101db52,813481,2258603,2,GB>H9
30814,82428675f62dff,1729688,2258627,1,US>GA>524
30815,db4c2d038b746e,1740817,2258638,3,GB>D6
30816,23894d34c60401,1743986,2258639,2,US>GA>524
30817,6d01ebaf1c483c,1758531,2258766,2,CA>BC
30818,78edb3601aa744,821627,2258835,1,NZ
30819,690f7c51f606e8,1079003,2258959,3,US>VA>584
30820,a8f8a9fc27daec,1795855,2258990,3,IN>02
30821,fce589f90f7385,178711,2259063,2,US>OH>535
30822,936a713d5a055b,1722367,2259093,1,CA>BC
30823,bf349aabb4b041,428589,2259169,2,US>NJ>501
30824,c0f093e0f72e79,1778538,2259314,3,US>FL>528
30825,feef7ddf8c6706,1791790,2259351,2,US>PA>504
30826,9cb9cad312d558,1760186,2259396,1,US>CA>803
30827,58b162190bc5c9,1792820,2259427,1,US>CA>807
30828,194fc151d398bb,1080900,2259429,2,US>MD>511
30829,735701515d3e86,1783281,2259635,1,US>CA>862
30830,ffb53ce08baa98,1760776,2259678,2,PH>D9
30831,d8bec00381f658,1530329,2259731,1,US>OR>820
30832,7a2836b0621f41,1768118,2259797,2,US>NV>839
30833,71a6969ec6a978,1772591,2259881,3,US>CA>828
30834,3fac6e078688e4,1783753,2259928,2,US>MI>505
30835,3a1b071902da86,41043,2260379,2,IN>07
30836,57d80456b63481,1586178,2260521,2,US>CA>807
30837,79c6877df60d6c,1781986,2260878,2,CA>BC
30838,7372cc1b5b4a42,804991,2260982,2,DE>08
30839,6c491d2bb37e94,880515,2261183,1,IN>19
30840,82b977614eabda,1763350,2261378,2,AU>07
30841,72251cbda35ea3,1782716,2261419,2,US>CA>807
30842,1fc9dfce90cad9,1446647,2261436,2,US>CT>533
30843,b212c2b68d14ad,1179111,2261522,2,US
30844,30067a0d92add3,391253,2261589,2,CM
30845,ff55549a22c0b5,468335,2261692,2,US>NJ>501
30846,9f1f23af52c82f,1722121,2261741,2,US>TN>557
30847,705d156e958d17,212681,2261771,1,US>ND>724
30848,e90d7ab825b074,1378114,2261787,2,US>IL>602
30849,55c61eef3113f1,1446249,2261919,2,US>GA>525
30850,178eec1819c55f,1733721,2261946,2,US>IL
30851,ff0ec4db69f112,1179111,2261966,2,US>TN>640
30852,abc23e4f5300bf,1534878,2261994,2,US>TX
30853,47cfbc45f0da83,1535449,2262022,1,US>CA>803
30854,b671452831e2cb,1179111,2262064,2,US>WA>819
30855,d04e47a4daedd4,988398,2262249,3,US>OH>542
30856,d7ea41455013f5,1738198,2262336,2,US>NC>550
30857,c539bb8893b11d,1760666,2262390,1,US>AE
30858,f850638b96efe8,1731433,2262439,3,US>PA>508
30859,13f9cebe6184ff,1749212,2262453,2,US>FL>539
30860,4f4373a3e39e33,1791620,2262466,2,US>CA>807
30861,e56350c693702b,1788948,2262838,2,US>DC>511
30862,8b0b426fa6ca2d,1779815,2262871,3,US>CA>862
30863,94af355feead3b,1779423,2262940,1,US>WI>669
30864,d059ae94b73f21,1758531,2262987,3,ZA>06
30865,a66b494aa4e6b8,1702288,2263096,1,ID>04
30866,c3eae41eac0b36,1764783,2263118,1,US>IN>581
30867,8567bd157bb79d,1541896,2263166,2,US>CA>803
30868,9413533ed8d98b,1664320,2263398,3,US>NY>501
30869,53b0a251587e3c,1568163,2263459,3,US>NV>811
30870,e9912cf3b65a7b,394689,2263480,1,US>MO>609
30871,4c2e9857700740,1744424,2263509,2,US>MA>506
30872,69a25d9ddd0b90,277683,2263540,2,US>CA>803
30873,2e9b7e94d83453,994095,2263569,2,US>KS>678
30874,5f184fd49bc249,1620989,2263699,2,US>TX
30875,9e9b4ec6aea724,1779106,2263786,2,US>CA>803
30876,b1b548eae0728c,1747825,2263807,2,US>FL>534
30877,48da262dd6eb0e,1179111,2263890,2,CY>04
30878,f97fdab7241630,1179111,2263900,2,IN>24
30879,a632dc1c4cd407,1768769,2263953,2,US>AZ>753
30880,78099daf834ed7,1715875,2264028,3,US>LA>716
30881,ac9ff583c55791,786641,2264041,2,US>TX>623
30882,225da39c135816,1317095,2264108,2,CA>BC
30883,e46bf3b3c5e4db,498314,2264214,2,US>PA>566
30884,5d5be99544aacb,1792295,2264231,2,US>OK>650
30885,947ad8098329aa,1513040,2264275,1,US>CA>803
30886,b7315703395a8a,1791729,2264464,2,AU>02
30887,5f87a1b5251b07,1777347,2264500,2,US>WA>819
30888,db409005b47c57,1703975,2264527,1,US>CA>807
30889,de1ae7e8c470b1,1749309,2264600,1,US>CA>807
30890,1310ee1cd15b00,1743741,2264645,1,US>IA>679
30891,2699fb4d163741,1733890,2264687,1,CA>ON
30892,d6c1459aa6334d,1770821,2264722,2,US>MD>511
30893,1cf6dd9b5c73f8,38915,2264753,1,US>IL>602
30894,a4c608e68a74ef,1586178,2265126,2,US>GA>507
30895,698a93979c2bba,1743695,2265212,3,US>WA>819
30896,dd7f59b8822558,1209254,2265292,1,US>WA>819
30897,da303ff4eef9d4,1179111,2265308,2,CA>ON
30898,5ad9ba6e701271,1782724,2265410,1,IN>09
30899,ca669726f94286,1752274,2265418,3,US>CA>803
30900,39e0a3f90acc80,1662926,2265439,2,AU>05
30901,1d60b18ea94c4a,1690149,2265462,1,US>NY>501
30902,ecd1000b0cb48e,1621428,2265508,2,US>WA>819
30903,cb09b8217cba14,441913,2265510,1,US>AZ>753
30904,31bd148619369c,1031860,2265552,3,US>CA>803
30905,cebbfa9861d273,1757776,2265557,2,US>CA>803
30906,19dca6c4a1e938,1647323,2265561,1,US>AZ>753
30907,f380ed07743cbf,1761324,2265638,1,US>CA>807
30908,d59f792f7fbf7c,1791809,2265743,3,DE>05
30909,3f4ad0db9ba299,1789107,2265766,2,US>GA>524
30910,7e2bf6bef6e72e,856697,2265782,2,US>NJ>501
30911,6ca2bd92daae0f,1690149,2265853,1,US>CO>751
30912,b53bd302a96ff5,1675127,2265926,2,US>CA>825
30913,465ec51e8031ec,1783351,2266022,2,US
30914,be936d779637dc,1717049,2266068,1,US>CO>773
30915,48e243da510487,906838,2266074,1,IN>13
30916,46daf081016f50,1775971,2266161,2,US>CA>803
30917,d0d1697b21d1f6,1178289,2266187,3,US
30918,6c9b8216e4a82b,347441,2266350,2,US>TX>623
30919,a9974a2fe9ce4a,1730404,2266367,1,US>CO>751
30920,ff7a5f9c1483b1,314225,2266412,2,US>CA>862
30921,2893527ea8444a,1690149,2266414,1,US>OK>650
30922,232fb6ad7b9c9a,1446232,2266535,2,US>KY>529
30923,2e901b2614f25d,1778538,2266736,1,US>NJ>501
30924,306b53a7dbd6db,1777797,2266886,2,US>LA>628
30925,7e29762cfc6dba,1762455,2267121,2,US>IL>602
30926,f42d1043a7423b,1763249,2267124,2,US
30927,91c17cb41ffd1f,1745437,2267276,1,US>NC>517
30928,712b50e33448be,355448,2267332,2,US>CA>862
30929,1dc9f02fe787a2,1794467,2267342,1,IN
30930,ff5bda0e359357,1684411,2267378,1,AU>02
30931,28a0f4534edc64,1759856,2267416,1,CA>BC
30932,26976dba87ee3d,384551,2267436,2,US>IL>602
30933,597c8c4563ce21,813481,2267522,2,US>UT>770
30934,766855b4e9a103,1761486,2267552,3,US>TX>709
30935,cfe724d5e20093,1775347,2267628,1,NZ>E7
30936,5a291492ceb669,1795842,2267861,3,CA>AB
30937,3452127008eaa9,1583825,2267884,1,US>CA>862
30938,e2b25e15215c45,1630356,2267897,1,CA>BC
30939,98961f2aec8da2,1782582,2267914,3,US>CA>807
30940,25c64254abc2bb,1758106,2267965,3,US>IL>602
30941,97e48c0174df79,1179111,2267971,2,SE>27
30942,e1d3dcdd2b16fe,1539768,2268116,2,US>MI>505
30943,ae62e46eb2e3f1,38915,2268233,1,US>WA>881
30944,c0aae95d323c86,14350,2268265,2,US>PA>504
30945,eb5bbbbc35d42c,1778758,2268272,3,US>IN>527
30946,1ff501d55009f2,1533654,2268314,2,US>GA>524
30947,e775bc7f7af215,1203314,2268355,2,US>TX
30948,c7978174cc683e,1756801,2268393,2,US>NY>501
30949,4a122ab7d8e740,1461508,2268403,2,US>FL>528
30950,85e28b75415caf,1789544,2268413,3,US>WY>758
30951,acc7ad37425bf9,1119263,2268453,2,US>FL>528
30952,b1f4cc9a652e42,1458460,2268504,2,US>LA>643
30953,da2173bc3c562e,1753303,2268558,2,US>MD>511
30954,20b245c24de609,1772854,2268850,1,US>CO>751
30955,ef79f0f092cc37,1789646,2268893,1,US>TX>651
30956,dddecf953686ab,1736499,2268900,3,GB>H9
30957,fbc6bdd99bfb9d,1721248,2268914,3,US>TX>636
30958,4b052ae1f8d379,1667627,2268945,2,US>IL>602
30959,3debca1f03db6c,1772126,2269079,1,US>CA>807
30960,282279cf709a89,276493,2269113,1,US>NC>517
30961,100c7e8991e154,1782582,2269248,3,US>CA>862
30962,ebdbba025c931e,1179111,2269319,3,US>OR>801
30963,e958638c3d14a5,1769250,2269320,2,CA>BC
30964,f0dda5be576915,1793919,2269379,1,US>CA>803
30965,9a84383364ebb2,807527,2269394,1,CA>BC
30966,3bc9ea80e049bd,379279,2269515,3,US>CA>825
30967,b9380aa641f519,1787381,2269539,2,US>TX>625
30968,244f1c8b826a5d,1178289,2269612,1,US>CA>825
30969,84a93535e91315,726907,2269658,3,US>MI>505
30970,3b154a372e14fc,1784943,2269681,2,US>CA>862
30971,abb88e2e58c2e8,1702818,2269688,1,US>WV>564
30972,30b3e2235a30a7,1793288,2269748,1,US>VA
30973,977ab82e440b97,1003088,2269757,1,US>CA
30974,9d5c3ad3a97a5e,1668558,2269788,3,US>KS>678
30975,5d8ebc0c74b7cc,1599854,2269952,2,US>ND>724
30976,a5bae8c824d09c,429597,2270000,2,NO>12
30977,1f971737da964d,1669026,2270021,2,US
30978,63105581ee2463,1321654,2270081,2,US>MN>613
30979,e574e821714891,1794644,2270193,1,US>FL>528
30980,360f61e01b7ef1,1280769,2270245,3,US>GA>503
30981,25214365fefdf9,1792820,2270351,2,US>CA>807
30982,b76a7cbdd73773,1551901,2270414,2,CA>AB
30983,25fed6ea804b5e,1768025,2270415,3,US>TN>640
30984,9dbbe0f276a702,1787381,2270576,2,US>OK>650
30985,51c998f5e62869,1756801,2270681,2,US
30986,d3b7feb0fd5a4b,1796053,2270726,3,US>FL>534
30987,bd0756a57234d1,379246,2270740,2,NZ
30988,ed4e33090567b3,1691148,2270848,3,US>WI>705
30989,fc391f03c4d744,1780490,2270851,2,US>AK>743
30990,77ed0d8a97afe7,1726690,2270915,2,CA>AB
