uuid,document_id,timestamp,platform,geo_location,traffic_source
74f4aae3e78ee3,25792,32901429,1,US>IN>527,1
4aa79912e3533b,25792,39485870,3,US>LA>643,1
4e043f5db7f916,25792,26940800,1,US>TX>618,1
ed2bbf50f09563,25792,30417803,1,US>NJ>501,1
d97e9864b42986,25792,47378354,1,US>MA>506,1
38e90207cfba05,25792,76564128,1,US>KS>616,1
a916a498921d4b,25792,60603769,1,AR>01,1
d436f9204bee72,25792,39010018,1,US>CO>773,1
bafc0e268ebc0f,25792,83737772,1,US>NC>560,1
414eeaa37f3806,25792,43838422,1,US>AE,1
6eb92d777db84a,25792,44595069,1,US>CA>825,1
b5b8aa1d170085,25792,66102758,1,US>TN>640,1
2d4b67cd1a2e3d,25792,57801318,1,US>NY>501,1
6c4f0c0edaf7a2,25792,24937698,1,US>NJ>504,1
516c32aad4fc04,25792,42623194,1,US>MD>511,1
1c2c6c35c91fd8,25792,51716196,1,US>PA>508,1
fe0a14932ab39c,25792,32469921,1,US>TX>635,1
6042023324ce46,25792,57973849,1,US>CA,2
d0162a8848f9a5,25792,21389451,1,US>VA>511,1
2907ff0ce8d44b,25792,48751259,1,US>CA>807,1
9d9123f83fd06c,25792,38519795,1,US>FL,1
8076546cde1dda,25792,28431340,3,TH>40,1
60da256fc7540a,25792,47171332,1,US>MI>505,1
ddcd36449a8f6f,25792,42931550,1,US>MI>505,1
9bf9c8b639c568,25792,36601631,1,US>NJ>501,1
7394a9b77c5121,25792,24631973,1,US>MI>563,2
8afde89172de72,25792,31193947,1,US>WI>702,1
2a03edded576f1,25792,60929477,1,US>AZ>753,1
ba15758063a2cc,25792,37257602,1,US>NC>518,1
f7cc95692a46ef,25792,26837385,1,US>CA>825,1
cebea19d5ebd9f,25792,57061320,1,US>CO>751,1
d5bb023e3f877c,25792,53014924,1,US>FL>539,1
c1cb656eee4bb4,25792,55611933,1,US>MO>609,1
6d97fb0b34b0a7,25792,36417094,1,US>TX>623,1
ea1ad9621da021,25792,57537906,1,US>MI,1
3158e805ec588b,25792,36624701,1,US>CA>813,1
bd4868784ff54a,25792,58613001,1,US>TX>618,1
40078cdfc378c6,25792,65840733,1,US>NC>560,2
87ca16cf4f6075,25792,51078193,1,US>NY>501,1
541948277b3aae,25792,34569121,1,US>MS>718,1
443c9d0a0fa090,25792,50571262,1,US>SC>567,1
3cec6aea3c95f7,25792,67631176,1,US>TX>618,1
607e430def3bf1,25792,64967888,1,US>NY>532,1
4fab7cba1ad5f8,25792,19214170,1,US>ND>724,1
a367a963bed9a3,25792,41125868,3,US>NV>811,1
100e95b03c468d,25792,45043651,1,US>MA>506,1
53b4966ef112b7,25792,48364333,1,CA>ON,1
d6be5e196bca8f,25792,32299544,1,US>TX>612,1
390e7164f1b719,25792,45235579,1,US>WA>819,1
eb1bb81e1008f1,25792,83994163,3,AN>00,1
6e707c468c9ec1,25792,16556642,1,US>CA>803,1
a959d5a06abcd3,25792,56784700,3,US>GA>524,2
19d92b64e15226,25792,35736747,1,US>VT>523,1
aa67d952374a74,25792,40664351,1,US>MI>505,1
d9cf60e63073ab,25792,53169367,1,US>CA>807,1
a98390aa71543d,25792,51756011,1,US>PA>508,1
f2fb0ed6b8d188,25792,34640745,1,US>OK>650,1
43a7ad60160fa1,25792,51316165,1,US>CA>828,1
fc19f9ba432065,25792,18245809,3,US>HI>744,1
54d400b61d5659,25792,35152575,1,US>OH>510,1
907173965ce25a,25792,61040216,1,US>WV>598,2
efec61cd458b99,25792,33113343,1,US>WI>669,1
f3c7b02e0d8f8b,25792,22544323,1,US>PA>504,1
d6b16b1eae192b,25792,44120587,1,US>MA>521,1
ed3ae4713504a4,25792,59189614,1,US>WA>819,1
d783c115076132,25792,49182315,1,US>OR>820,1
d9fda03c272bbc,25792,64583102,1,US>MD>512,1
e3a67ababadf6a,25792,39180734,1,US>CA>803,1
e900edacbef1a4,25792,38115054,3,DE>02,1
35f80dcf4d5a1f,25792,36405258,1,US>OK>650,1
c77998b46a5744,25792,28045914,1,US>WY>759,1
81f34c29e5f500,25792,33760429,1,US>PA>504,1
6f12c2f9ee1b95,25792,38529232,1,US>FL>561,1
c57741a2edf8e9,25792,34644783,3,US>IL>602,2
4d70b263928458,25792,61549420,1,US>NJ>501,1
26002cf28e8230,25792,78219591,3,US>IL>675,2
70fd007e36a387,25792,1268145,3,US>NY>565,1
7817e12e4cb5c7,25792,34156317,1,US>NY>501,1
55c1376bb5a40c,25792,73197838,1,US>CA>803,2
3811d122a8890d,25792,49286193,1,US>CA>807,1
3d34618b1ad441,25792,34686252,1,US>CO>751,1
d39500e892fe03,25792,39007213,3,US>OH>535,1
760156c9e90bd8,25792,42782780,1,US>WA>819,1
f57033d68665c7,25792,34129411,1,NL>16,1
70b433287c1403,25792,34729345,1,IT>04,1
9e175e331ec1f7,25792,62450771,1,NZ>G2,1
6f6d620e4af6eb,25792,46436038,1,US>NH>523,1
78d8d1edfb98ec,25792,75695344,1,US>TX>623,1
7d49abde6a1526,25792,58872931,1,US>GA>503,1
6e07c6d9ba30dc,25792,36457337,1,US>ID>757,2
b59af828d68b11,25792,43349112,1,US>NJ>504,1
7f114c108393fd,25792,32977152,1,US>MD>512,1
afa97c66352cdc,25792,44596808,1,US>VA>511,1
dfaeda5b494b31,25792,78583594,1,US>NY>501,1
e0cabdcb28ac60,25792,49143625,1,US>AZ>753,1
bcf412d151fcbe,25792,59217710,3,US>GA>575,1
e3d6613e1ea749,25792,34596843,1,US>MD>512,1
ddb07c7b0b2281,25792,34750871,1,US>KS>671,1
1b0610c4b905fc,25792,70283992,1,US>TX>623,2
34b33625817676,25792,39291513,1,US>TN,1
1ae66823c4afeb,25792,56640206,1,US>MA>506,2
d48869e256ffd7,25792,65785285,1,US>PA>504,1
5981f08af3db85,25792,54257521,1,US>FL>528,2
a593cf20d90203,25792,37577943,1,US>TN>640,1
5365c98b966a8d,25792,15467710,1,BE>09,1
ba560a1e8c65c4,25792,38305650,1,US>AK>743,2
90607f7188a607,25792,33293577,1,US>ND>687,1
a2afb054d64986,25792,58947520,1,US>ME>500,1
4dab8d92ed37b0,25792,39157220,1,SE>26,1
ad64a34cb34d01,25792,38429311,1,MY>12,1
b478f853c34ded,25792,34983015,1,US>OH>510,2
a0ce6a77ea4192,25792,78597282,1,US>IA>682,1
ed20d7ab76e852,25792,42422300,1,US>CO>751,1
132ba45a295da6,25792,38215453,1,US>CT>533,1
38062a5231952a,25792,42555647,1,US>AR>693,1
2aeb49d66fe955,25792,65774568,3,US>WI>702,2
b40c3b95300e96,25792,75902523,1,CA>ON,2
8b42994faecf41,25792,22876980,1,US>OH>535,1
462ee720616b4a,25792,55089886,1,US>SD>764,1
966a92fc756505,25792,37776036,3,US>FL>592,1
62ccfdd1dd0748,25792,82682210,1,US>WI>669,1
7f87fa8ba3d3e7,25792,52124350,1,US>MO>609,1
aae781348f5285,25792,47631975,1,US>FL>592,1
e35ee120410409,25792,27737182,1,US>OH>515,1
d18994635e7ccf,25792,44613469,1,US>OH>535,1
898d50735b47bc,25792,28140050,1,US>IN>527,1
d838ed6711ed8e,25792,24090538,1,US>IA>637,1
3cae4dddcd56de,25792,35159513,1,US>FL>539,1
c88d4642f519e9,25792,38120398,1,US>WI>705,1
2547e35f4fbaa4,25792,35820864,1,US>MD>511,1
ec2602d61f08a7,25792,18368428,1,US>PA>577,1
be706cbf7c7b5a,25792,61991696,1,US>IL>602,1
dcbab3775d1027,25792,38465892,1,MX>19,1
6be4fec5f785b1,25792,49216322,1,US>OH>535,1
269a438efe1cd6,25792,49645299,1,US>CO>751,1
2853e0701fcdbc,25792,47624496,1,US>WI>613,1
4cea20421f3c13,25792,52959530,3,US>FL>528,1
993c6caad992ef,25792,34072636,1,US>IL>602,1
8825ac8f162d87,25792,23562112,1,US>NY>502,1
d29dacfa07d4ec,25792,43281346,1,US>KS>603,1
ed82d2ad44817c,25792,50091598,1,US>NY>501,2
946064289a1f8c,25792,44947198,1,US>MI>505,2
9d0aa0e2c94784,25792,53783176,1,US>NY>538,1
d56cd76283c318,25792,58948171,1,US>PA>504,1
96548a94e7a34e,25792,34083571,1,GB>M1,2
75dff569d25106,25792,51363041,1,US>NC>560,1
d71e5ab564587b,25792,37555900,1,MX>09,1
c248f04ae57d84,25792,77955103,1,US>MN>613,1
8665c48adca8ca,25792,35107856,1,US>AL>630,1
6d8b3e28c2da32,25792,54557907,1,US>AZ>789,1
3792382fad9582,25792,22631846,1,HK>00,1
a8a8d95c43e0c3,25792,36031621,1,US>UT>770,1
ae754fa7d7b765,25792,24637058,1,US>MI>563,1
c9a6bf097598be,25792,6662190,1,ZA>11,1
7c6db7d5785738,25792,51290530,1,US>FL>561,1
3144cff3b25628,25792,26503827,1,US>FL>534,1
42afb05a57cb41,25792,19900305,1,US>FL>539,1
6631d2a7cfc62f,25792,75563429,1,US>OH>535,1
cd5fa3d235fc20,25792,36110901,1,US>TX>623,1
ac8334f1bc36a7,25792,28689072,1,US>CT>533,1
b26cd3af56d79b,25792,72155329,3,CA>AB,1
6dfa1a4d9cefcf,25792,52906473,1,US>NM>790,1
3b4f998245505c,25792,33677643,1,US,1
8b7a000210a9a6,25792,50521797,1,US>FL>528,1
31fbe02256f5a5,25792,64780443,1,CA>NS,2
8458c4da81c0cb,25792,80909712,1,US>MI>553,1
e17b565bd877ad,25792,63939036,1,US>CA>807,2
5f8b700b0874dd,25792,32529974,1,US>PA>508,2
cc6abbc3570adb,25792,35778003,1,US>WA>819,1
3e665e28b6deba,25792,47358082,1,US>KS>616,1
e85be0fd868a84,25792,53385055,1,US>UT>770,1
3f2fc4a1495c51,25792,23987394,1,CA>QC,1
fa2fb556787fe9,25792,48775360,1,US>IL>602,1
343953acb918ee,25792,35527230,1,US>NC>550,1
4071d172fc9254,25792,54765627,2,US>TN>659,1
db2e540f31af01,25792,54491499,3,GB,1
5fc5787d3fe294,25792,28313153,1,GB>J9,2
b84afd7e8b2a8c,25792,55592378,3,US>MI>505,1
26a329cad8db93,25792,48816171,1,US>IL>602,1
956dde2cb1f548,25792,49292510,1,US>AZ>753,1
3fa3606a333dd3,25792,45726759,1,US>FL>534,1
38646493563114,25792,35314752,1,MY>09,1
5f92031fd78db5,25792,59508736,1,US>WA>819,2
8a26b51bc11469,25792,64420089,1,NZ>E9,1
2a43ddfae1e98f,25792,29812555,1,US>RI>521,1
281b2ecf29d840,25792,38443205,1,US>FL>534,1
c1af330d8789ea,25792,59094465,1,US>NY>538,1
49b80b544a6bb6,25792,57089190,3,US>MA>506,1
fbb1a5748fa80b,25792,39341002,1,US>NY>501,1
59b8551f26fd01,25792,56545963,1,US>PA>508,1
b3921a9f10e741,25792,37598787,1,US,1
3b91b7a517bec3,25792,40468784,1,US>ME>500,1
615e3d115fd358,25792,9310212,1,DK,1
188b3478c9c791,25792,35153379,1,US>NE>722,1
f08dd228e7df8c,25792,28064254,1,US>MA>506,1
36adfb076131e0,25792,45676614,1,US>NC>560,1
5a7235434b16b4,25792,48925673,3,US>KS>605,2
dcf60b2631197f,25792,39354170,1,US>NJ>501,2
2245bd4bb19ac9,25792,42027467,1,US>TN>531,1
c2fb9d742359c7,25792,39570424,1,US>WI,1
94c78a2361970a,25792,2361218,1,US>NC>517,1
ac6f6c56d68932,25792,78648981,1,SG>00,1
80f3e0780c6881,25792,61121189,1,US>OR>801,1
fcea3d39704781,25792,45517396,1,US>SC>520,1
16dd1c9cc759d6,25792,38360956,1,US>WA>819,1
ffcce00d67170a,25792,63320950,1,US>TX>618,1
4745f44d56952d,25792,69936851,3,US>IN>527,1
87a57c68adfa87,25792,52151338,1,US>NY>501,1
3a6e3b4b76d824,25792,40199702,1,US>IN>527,1
7f29e22dfc75fd,25792,43715751,1,US>FL>539,1
942f8525f078b4,25792,41255140,1,US>TN>640,1
229ed1259bbce9,25792,64069352,3,US>OH>510,1
bbc232e6ccdca1,25792,7214011,3,US>CA>803,1
a421219be785c3,25792,41124095,1,US>SC>517,2
b0108b411e6e12,25792,69686947,1,US>IL>602,2
cf72530fccbfc0,25792,59951950,1,US>GA>507,1
c8579b6c0c7598,25792,39671397,1,US>MA>506,1
f1bd6896e046ed,25792,50882455,1,US>WA,1
e45e379b5a87a4,25792,10958835,1,US>VA>511,1
4cd4f8d022c66a,25792,43077962,1,US>NJ>501,1
9e43511663b7b7,25792,54256863,1,US>NM>765,1
44d788e5a29697,25792,36572364,1,US>FL>534,1
14b739019546be,25792,42985063,3,US>NY>532,1
ad821b38188ec4,25792,57378236,1,US>NC>560,1
efd995e20cb50d,25792,45331487,1,US>CA>803,1
22db52f7ad0076,25792,49874156,1,US>MN>613,2
6885ef43fad820,25792,66086673,1,US>CO>751,1
b745cf631126bc,25792,47066631,1,US>OH>515,1
457d60924dd5bf,25792,62624259,1,US>MT>762,2
b94c3fc2cd1fcd,25792,68091082,1,US>CA>803,1
83aae6a60ab799,25792,2446422,3,US>NJ>501,1
7001136f31ee54,25792,56623668,3,AU>02,2
8ec74a887a1895,25792,36485065,1,CA>ON,1
a2a37fe351cdef,25792,33578394,1,US>DE>576,1
6c6106d3623968,25792,60402310,1,NL>07,1
985eb5378d191b,25792,73680199,1,US>OH>535,1
fadd19b5142de4,25792,59482716,1,US>MO>609,1
2a6e7a9e027fec,25792,1206493,1,US>NY>555,2
8266672f0dd0e1,25792,60737610,1,US>GA>524,1
fe9a74779e28ab,25792,39926959,1,US>TX,1
20734c60c56bcd,25792,37398843,1,US>CA>807,2
3c9ae233174d54,25792,54103844,1,US>CA>862,1
14395b48143402,25792,81118881,1,US>CA>807,1
521a8fa48f368c,25792,28253075,1,US>MI>505,1
8a8ee25d4a1ca0,25792,41500172,1,US>VA>569,2
b2cf88d7accfad,25792,10035183,1,FI>14,1
42e19f41d2e626,25792,34777947,3,US>NC>550,1
647ae6939543ca,25792,6510382,3,US>NH>506,2
7696b46b4c6d7b,25792,39480523,1,US>OR>820,1
361d576417997a,25792,35813906,1,US>OH>536,1
5f6e6fb4814dbf,25792,25173399,1,US>FL>534,1
fc5548b4731409,25792,49468509,1,US>IA>637,2
9469fc8ef52eab,25792,40904346,1,US>TX>618,1
58959871d5ef7e,25792,45907293,1,US>NY>501,1
49f2e3d77ca4e7,25792,80784189,3,US>VA>511,1
76c392a76b0bb0,25792,58600855,1,US>NV>839,1
1043cbb881895e,25792,6949439,1,RO>10,2
c9ef0dde5d0ead,25792,57072281,1,US>FL>534,1
7e105dc1c8e771,25792,28732627,1,US>MA>506,1
2fafec71422224,25792,69148690,1,US>TX>618,1
6a3dcfa8927573,25792,76042313,3,US>MI>551,2
166ba900f5635c,25792,56406647,1,US,1
ba569c11f2a72a,25792,37443229,1,US>ND>687,1
d5838154b5f251,25792,49363843,1,US>UT>770,1
61f7498fb5f87f,25792,57083771,1,US>FL>539,1
e20d3246bca5c7,25792,65681487,3,US>MN>613,1
a48004f59c113f,25792,28884701,1,US>MD>511,1
edc01be7f2ea58,25792,35660576,3,US>IL>602,1
be496f43bfd21f,25792,53173656,1,US>WI>658,1
22b5a511357b0a,25792,47276928,3,US>OH>510,1
e36eb2733b3447,25792,41689651,1,US>NY>532,1
f999a36dbd5685,25792,9173408,3,AU>08,2
776caa83db65ba,25792,28526249,1,US>WI>702,1
b35dd3ff0c706b,25792,68460679,1,CA>ON,1
c0c46e28e534de,25792,41230892,1,US>IN>509,1
b947677cf0641d,25792,40090864,1,MT>00,1
be7c7e7b208d60,25792,22905164,1,US>FL>571,1
49442144f6967f,25792,34685414,1,US>VA>573,1
b34c867d119f7e,25792,49971155,1,US>NY>501,1
4447b1e54a7e88,25792,41117786,1,US>MN>737,1
5c5e7a232a830d,25792,30544427,1,US>MN>613,1
8c5e4c163bf1c1,25792,67642478,3,US>MA>506,1
94dba1cf90a9b0,25792,39448899,1,US>CA>807,1
77592f4870d7d1,25792,67014776,1,US>AZ>753,1
54c4f6f0754d97,25792,46392736,1,US>IL>609,1
6c0fb6f6163111,25792,6527572,1,US>WA>819,1
9cacd09cad87ae,25792,68479220,1,TW>03,1
2202eb5f352f3a,25792,41258501,1,AR>07,1
317ece9bb19ef9,25792,35177343,1,US>MA>506,1
920ef04a07ead7,25792,36121781,1,US>NJ>501,1
facb42698135a2,25792,962943,1,US>TX>623,2
9d2adf2f6abd61,25792,57690454,1,GT>07,1
701df78dcff612,25792,86133825,1,US>NC>560,1
4a7edccea5471a,25792,35010664,1,US>FL>534,1
209f07a8845c61,25792,55936639,1,AU>06,1
feb02bac2b9ba9,25792,56587371,1,US>WI>617,1
ea7f4548a38645,25792,75214744,1,US>TN>659,1
36d5685ab255f3,25792,58604457,1,US>NJ>501,2
c4445d4f85fcdf,25792,33213383,1,US>MI>505,1
3132fb35d23334,25792,71313315,1,US>IN>588,1
28327bdb227abc,25792,36312439,1,CA>NS,1
fffce935a8fc3d,25792,53346844,3,US>CA>803,1
d11b309a21651b,25792,46201738,1,US>PA>508,2
66ed6f82cc03db,25792,38851152,1,US>PA>508,1
75aed28fc35355,25792,70103573,3,MY>14,1
ed5b61862dc077,25792,35984077,1,US>MO>638,1
28b85b84746d81,25792,45652000,1,US>GA>524,1
b62d88e41d3e0c,25792,47936746,1,US>VA>511,3
ae7e51efb0bc27,25792,32392206,1,US>WI>617,1
b05ae3a2300ccd,25792,33488286,1,US>NY>501,1
f458cc3c88c3bf,25792,79765459,1,US>CA>807,1
bd7f52e5354787,25792,16006150,1,FR>A9,1
6c81a94db6bf12,25792,18404223,3,CN>04,1
1e68059ccf945a,25792,43680221,1,CA>BC,1
7dcfa3d423ccac,25792,38874569,1,US>PA>508,1
3ef7a9035e489a,25792,34411528,1,US>OK>671,1
b2f935b44d68c3,25792,59158205,1,IT>07,1
9ba0315d98311d,25792,40159386,1,US>WA>819,1
f7f2b4a5da256a,25792,82525701,1,MY>12,1
38d2b0884f7833,25792,48654564,1,US>AZ>753,1
efb777f18cf9f6,25792,82260379,1,US>CA>803,1
4b11f588e2cd2c,25792,3019403,1,AU>02,1
4d8d2764ae7991,25792,39219359,1,US>WA>819,1
2dbfd92d546be6,25792,31254279,3,US>RI>521,1
68c4a9b9bea1da,25792,65224433,1,US>NV>811,1
39fc35d0f04dd9,25792,55735360,1,US>MI>513,1
55a4496730477d,25792,38339160,1,US>FL>530,1
6b29cb84585e46,25792,59225870,3,US>FL>539,1
5311c05f1a9414,25792,54245889,1,US>IL>648,1
ff64d93f15e1e9,25792,22864328,1,US>TX>633,1
8e3f2515ad6160,25792,29269011,1,US>NY>501,1
8d41a9389979b8,25792,43761568,1,US>WI>702,1
58d394d3d751c3,25792,60394973,1,US>CA>825,1
bfbda35ecd5ef7,25792,34494457,1,US>RI>521,2
77e81d91d782fa,25792,28221792,1,US>NM>790,1
15bf0ef41a0a85,25792,55464076,1,US>NY>532,1
664ef56f9452bd,25792,24608748,1,MY>09,1
ebe6e61303e855,25792,50143449,1,US>CA>807,1
118002f9151036,25792,33589353,3,US>IA>637,1
d3b8c492e5c478,25792,23083694,1,PH>D8,1
fb5259e28ddc49,25792,50712402,1,US>FL>539,1
d52360c86fdbad,25792,34064287,1,US>IN>515,1
7a9014f2ded7f1,25792,67399141,1,US>CO>751,1
8c006db326eed7,25792,38573682,1,US>CA>803,1
1ee0b6b0bed518,25792,63239577,1,US>CA>807,1
766f248fa7314f,25792,36745009,3,CA>BC,1
f72c745e3423b4,25792,42315874,1,US>WI>702,1
60c0d531714e89,25792,42934252,2,US>IL>602,1
3e47ad51519ced,25792,26990080,1,CH,1
e57537e62bedf3,25792,36423156,1,US>FL>534,2
d3bb81b5edd0c0,25792,2787367,1,US>AZ>753,1
cfdf1f3003845e,25792,39950610,1,US>MD>511,1
3e53658aac2a50,25792,37228010,1,CA>QC,1
ca012c348101ff,25792,58794489,1,US>FL>534,1
feeb2f230bfeb1,25792,27148130,1,US>VA>544,1
a86a3cd4e1a96f,25792,39612667,1,US>OR>820,1
629f8a9c008526,25792,53758319,1,HU>05,1
7350a72bf388a3,25792,44902263,3,FR>B8,1
44dd509199a48d,25792,32685542,1,US>PA>504,1
c701b4ee02bfd0,25792,38371236,1,US>CA>866,1
d03c9565b48b4c,25792,49030755,1,US>NV>811,1
79452ceac30b95,25792,52109307,1,US>WI>702,2
4de934e9b6aefc,25792,55728201,3,US>MN>613,2
ae2b174e530ef3,25792,54887936,1,US>TX>623,1
17a08e5972ba3c,25792,45465843,1,US>UT>770,1
4ddfe1ad1c0bcb,25792,26690357,1,US>FL>534,1
d3b792862ea024,25792,42604656,1,US>NJ>504,1
bd9c0bb1f68120,25792,30249432,3,US>KY>529,1
529cb586f100eb,25792,8547771,1,US>IN>529,1
1663411ad0f354,25792,47917941,1,US>MI>505,2
1b07c8606f5695,25792,62695192,1,US>CT>533,1
7468d8785cdfda,25792,34861550,1,US>CA>807,2
c7fee8bb330630,25792,39669176,1,US>OH>535,1
5905034fa50369,25792,57106314,1,US>NC>518,1
c5fb736a1bbadf,25792,41513441,1,US>MO>609,1
c0ebb22c68f048,25792,34466437,1,US>CT>533,2
a680d710c59aad,25792,83966229,1,US>NY>501,1
8d1321e3f72238,25792,35954513,1,US>FL>528,1
c2166b2cc603b4,25792,36052472,1,US>VA>544,1
f85b889c015ef1,25792,56086082,1,US>UT>770,1
bb4f5d0bc72e58,25792,35575697,1,US>NY>532,1
bd3cfa5aceb30c,25792,23986228,3,US>WI>617,1
e788d661536a48,25792,36577386,1,US>MD>512,1
5d215607efabf8,25792,60665036,1,US>SD>725,2
492d68367e491d,25792,40210224,1,US>AZ>789,2
dc5f0b618e0a18,25792,62724521,1,US>NY>538,1
d606be5795810e,25792,26720336,1,US>NY>501,1
6ac04f24a43d9f,25792,73134043,1,US>VA>511,1
82a43a1382ec75,25792,35052492,1,US>CA>825,1
bd859d51fb894a,25792,45571937,3,US>CA>807,1
6367caff7c6b7d,25792,51304420,3,US>TX>623,1
5e3b6afe81fdaa,25792,44047228,1,US>IN>588,1
a4d6098ab0c471,25792,61664204,1,US>OK>671,2
6fa8ea15d87e8f,25792,6241799,3,US>TX>623,1
abf6916d9864a8,25792,41532911,1,US>PA>504,1
6b4da87eacf650,25792,56171154,1,US>AZ>789,1
6cd4ab7cb18571,25792,31902390,1,US>MA>506,1
7e5ed2fe09ecb2,25792,34683940,1,US>IN>588,1
6c37e406ae7e00,25792,55028959,1,US>OR>820,1
9168e754402a09,25792,23199371,1,US>VA>584,2
1d53a9f3b601a7,25792,62622401,1,US>VA>556,1
e6071bb4bbfdc0,25792,18780027,1,US>GA>524,1
6f678de4462280,25792,51911314,1,US>NC>518,1
21c0f56ee82133,25792,66720524,1,US>IA>637,1
a53eada7b746d8,25792,60337049,1,US>MA>506,1
77cf86b57e2691,25792,41476909,1,US>IA>679,1
aed79b7e8096f1,25792,35701860,3,US>NC>517,1
1fe4d0b53a0bd9,25792,72772590,1,US>AK>743,1
6b7baf83f3e06a,25792,47193568,1,US>MN>613,1
d6244eb75442a3,25792,48642699,1,US>CO>751,1
2b61e8d678f31d,25792,35792857,1,US>KY>541,1
eaf04f3e02eeb4,25792,59191805,3,US>MA>506,1
6ac765aeef2140,25792,21655863,1,US>TN>557,2
f91ee95baf7c07,25792,41782014,1,US>IN>602,1
136807e85c2c98,25792,34334369,1,US>NC>518,2
fd0452faff9f37,25792,49766126,1,US>CA>803,2
a17509b17de389,25792,59598323,1,US>NY>514,1
7fe2f004a79544,25792,36992224,3,US,1
62cc5bbe0bb6fd,25792,58288998,1,US>NY>501,1
5445506d21d854,25792,45229905,1,US>MO>616,1
bb4af6ef66869f,25792,38270504,1,US>IL>602,1
7baacda453f881,25792,54419738,1,US>FL>528,1
7af90cc0a854de,25792,32112286,1,US,1
5669436ecf9d33,25792,47540064,1,US>NY>538,1
ff53668e5238c8,25792,60725813,1,US>VA>584,1
946c5573f8e34e,25792,35534205,1,US>CO>751,1
cb838e39c38f11,25792,57471437,1,US>NY>501,1
e0719f13368472,25792,31551489,1,TW>03,1
a19a9c349dc79a,25792,43754202,1,US>KY>529,1
13bba2735b335a,25792,24557302,1,CA>ON,1
27986a2fa1d725,25792,72647387,1,US>CA>803,2
27d0250839e32b,25792,38403271,1,US>AK>743,1
fcd55159750b33,25792,41761125,1,US>PA>504,2
340dfc5a74ace8,25792,48626298,1,US,1
46386abaced525,25792,49493541,1,US>KY>529,1
3d4fb57be93a12,25792,68975611,1,CA>AB,1
593f28d22f91a7,25792,41971819,1,US>VA>544,1
50d8eb10b1547d,25792,15185199,1,ZA>06,1
c83efcd373dbb1,25792,35884841,1,US>TX>618,1
acf6ef53f4bb02,25792,54161809,3,DK>18,1
48d12dba0a783e,25792,37264503,1,US>NJ>501,1
c104b6bd148cd3,25792,46108980,1,US>WA>820,1
e10917ab502ee7,25792,70850499,1,US>CA>807,2
c9f55cc0a882e3,25792,82526521,3,US>NE>722,1
173632efa9bf89,25792,82549045,1,CA>ON,1
85ed3d4b06db24,25792,37574355,1,US>OR>820,1
fa4c53cd3be19e,25792,35941331,1,US>WI>617,2
8f8016832ed7e5,25792,57321034,1,US>CA>803,1
a29ee6e9ca50e4,25792,42269909,1,CA>ON,1
4db4312e84c760,25792,35262211,1,US>UT>770,2
75f00a482c7d1e,25792,34679505,1,US>DC>511,2
19597cf4298c85,25792,82718365,3,US>NC>517,1
8353797314ca68,25792,44417946,1,US>CA>803,1
671e16117beca2,25792,41412605,1,US>CA>803,1
c192f24c374e63,25792,41792760,1,US>NC>567,1
df347df7f7fef1,25792,37097988,1,US>WY>759,1
488d4cd3523327,25792,36776313,1,PA>08,2
377d6d5b7fe8b0,25792,81249326,3,US>SC>507,2
fe8527eda34ae4,25792,3027075,1,US>CA>803,1
2add72f901452e,25792,9991773,1,DK>18,1
6d4685e1d42fa4,25792,46520291,1,US>VA>573,1
8d4785bd5c1662,25792,75288730,1,MO>01,2
286999482f7687,25792,50549844,1,US>NE>722,1
c2e6a8c8a19277,25792,29116931,1,US>CA>807,2
441ef93bcc1ab5,25792,30886737,1,US>NY>501,1
fcc63f288ee2c0,25792,62729422,1,US>SD>725,1
9e3039a0bfb8f0,25792,36708798,1,CA>ON,1
b69d623386f6d4,25792,5576973,1,US>VA>511,1
604a3e90fdaed9,25792,36038319,1,US>MI>513,1
28a43f043ed247,25792,198137,1,US>VA>511,1
fcfd12cb141cc7,25792,36680467,1,US>MI>505,1
2c504d5e4a4aeb,25792,73550175,1,US>NC>517,1
e403af8fc00191,25792,59140359,1,US>NC>560,1
eaaa1eed671598,25792,58257773,3,US>VA>511,1
fd7648d471f32d,25792,25734504,3,KW>02,1
5e11b34b339705,25792,6737070,1,US>LA>716,1
d3ee8cd70890b7,25792,31301373,1,US>PA>566,1
c748c322f890ef,25792,15717141,1,US>CA>803,1
f2e8afa587d52c,25792,32796234,1,US>NY>501,1
f4d5c61e875f9f,25792,44433883,1,US>KY>529,1
8791210e636d4b,25792,50831685,1,US>MI>505,1
d3f6904fe35e4e,25792,52072940,1,US>PA>508,1
a04de00eab1623,25792,5405238,1,MY>12,1
5d7598b99327fe,25792,55574006,3,US,1
5b532e6ada029e,25792,35492247,1,US>NY>514,1
da9ff3901c4970,25792,47886786,1,US>OH>542,1
bfe8b0ed476d12,25792,31423644,1,US>DC>511,1
15764409e91d0f,25792,75167810,1,US>WI>705,2
7e51984f643923,25792,10435549,1,US>MA>506,1
fd961071e2d2d8,25792,41700161,1,US>AZ>753,1
c4867cc11859d9,25792,47395879,3,US>MD>511,1
157e888ada542c,25792,37672239,1,US>NC>567,1
4d07591f14e8e0,25792,40514041,1,US>AZ>753,1
c00fa75a9b6731,25792,34924876,1,NL>06,1
da94f562fa3b38,25792,42434684,1,US>MO>609,1
10e2b90f669b2d,25792,39299403,1,US>NJ>504,1
c1d424dcacaee1,25792,59505999,1,US>NJ>504,1
